PLAYER,SEASON,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,ALLSTAR
Jalen Williams,2022,OKC,22,53,26,27,29,12.2,4.9,9.6,50.8,0.9,2.7,32.4,1.5,2,75.9,0.9,3.2,4.1,2.9,1.6,1.2,0.5,2.5,25.3,1,0,-0.6,0
Clint Capela,2022,ATL,29,43,23,20,26.9,12.2,5.5,8.8,62.7,0,0,0,1.1,1.9,61.3,4.3,7.1,11.3,0.8,0.8,0.7,1.2,2.2,31.8,23,0,0.5,0
Cameron Payne,2022,PHX,28,28,15,13,24,12.1,4.5,11,41.2,1.7,4.5,37.8,1.4,1.8,77.6,0.3,2,2.3,5.3,2,0.9,0.2,2,24.1,3,0,1.3,0
Kelly Olynyk,2022,UTA,32,48,22,26,28.2,12.1,4.1,8.2,49.6,1.5,3.6,40.5,2.5,3,85.3,1.3,4.1,5.3,3.3,2.2,1,0.6,3.8,25.8,3,0,0.1,0
Mason Plumlee,2022,LAC,33,58,17,41,28.1,12.1,4.6,6.9,67.3,0,0,0,2.8,4.5,61.5,3.3,6.3,9.5,3.6,1.5,0.6,0.6,2.9,31.2,21,0,-4.4,0
Cole Anthony,2022,ORL,23,39,18,21,25,12,4.2,9.5,44.3,1.1,3.3,33.1,2.5,2.9,88.4,0.6,4,4.6,4.1,1.5,0.6,0.6,2.5,25.8,1,0,-1,0
Jabari Smith Jr.,2022,HOU,20,55,12,43,29.9,12,4.2,10.8,38.9,1.6,5.3,30.3,2,2.5,79.4,1.3,5.7,7,1.2,1.5,0.5,1,3,25.2,8,0,-7.1,0
Kyle Lowry,2022,MIA,37,44,22,22,33.3,12,3.8,9.7,39.6,2,6.1,33.3,2.3,2.7,85.5,0.9,3.5,4.3,5.3,2,1.1,0.4,2.8,27.6,2,1,-0.3,0
Caris LeVert,2022,CLE,28,55,33,22,30.4,12,4.3,10.5,41,1.6,4.3,36.4,1.8,2.6,71.6,0.7,3.2,3.9,3.9,1.7,0.9,0.2,2.3,24.2,1,0,2.4,0
Bones Hyland,2022,LAC,22,44,30,14,19.4,11.9,4,10.1,39.9,2.1,5.6,38,1.7,2,85.4,0.3,1.8,2.1,2.9,1.6,0.7,0.3,1.6,20.1,1,0,-3.3,0
Keegan Murray,2022,SAC,22,55,31,24,29.5,11.9,4.2,9.6,44.2,2.5,6,41.5,0.9,1.1,79.4,1.1,3.5,4.6,1.1,0.9,0.7,0.5,1.9,21.9,3,0,1.4,0
Derrick White,2022,BOS,28,59,42,17,27.7,11.8,4,8.9,45.1,1.8,4.7,38.5,1.9,2.2,86.2,0.5,2.8,3.3,3.9,1.1,0.7,0.9,2.2,25.5,5,0,5.3,0
Thomas Bryant,2022,DEN,25,44,24,20,20.6,11.7,4.6,7.1,65.4,0.5,1.2,43.1,1.9,2.6,74.3,1.6,4.9,6.5,0.7,0.7,0.3,0.5,1.8,22.3,9,0,-0.9,0
KJ Martin,2022,HOU,22,58,13,45,26.3,11.6,4.6,8.2,56,0.9,2.7,32.7,1.6,2.4,63.8,1.5,4.1,5.6,1.5,1.2,0.4,0.4,1.7,21.9,4,0,-3.6,0
Isaiah Stewart,2022,DET,22,48,12,36,28.5,11.5,4,9,44.4,1.3,4.1,32.3,2.2,3,73.1,2.3,5.7,8,1.4,1.4,0.4,0.7,2.7,25.1,13,0,-4.3,0
Jaden McDaniels,2022,MIN,22,58,30,28,30.5,11.4,4.4,8.6,51.5,1.2,3.2,38.5,1.3,1.7,74,1.3,2.6,3.9,2,1.4,0.9,1,3.5,23.5,0,0,1.3,0
Kentavious Caldwell-Pope,2022,DEN,30,56,40,16,31.4,11.4,4.1,8.6,47.3,1.9,4.3,45,1.3,1.6,83.9,0.5,2.5,3,2.4,1.2,1.4,0.4,2,22.8,0,0,8.1,0
John Wall,2022,LAC,32,34,15,19,22.2,11.4,4.1,10,40.7,1,3.2,30.3,2.3,3.3,68.1,0.4,2.3,2.7,5.2,2.4,0.8,0.4,1.7,23.5,1,0,-3.1,0
Josh Richardson,2022,NOP,29,44,12,32,23.9,11.3,4.2,9.6,43.5,1.7,4.9,35,1.3,1.5,85.3,0.7,2.1,2.8,3.2,1.5,1.1,0.3,1.8,22.2,1,0,-3.1,0
Bruce Brown,2022,DEN,26,58,41,17,28.8,11.3,4.4,9,49.1,1.3,3.5,38.8,1.1,1.5,71.6,0.7,3.2,3.8,3.7,1.7,1.1,0.6,2.4,24.8,3,1,1.3,0
Moritz Wagner,2022,ORL,26,38,18,20,21,11.2,3.6,7.4,48.9,1,3.2,32,2.9,3.4,86.7,1.4,3.3,4.7,1.7,1.2,0.8,0.2,2.7,21.2,3,0,-0.6,0
Victor Oladipo,2022,MIA,31,26,17,9,28.4,11.2,4,10,40.4,1.4,4.8,29.6,1.7,2.2,75.4,0.5,3,3.5,3.9,1.8,1.7,0.2,2.4,24.9,0,0,-0.1,0
Marcus Smart,2022,BOS,29,42,31,11,32.4,11.1,4,9.4,42.5,1.8,5.3,33.3,1.3,1.7,76.7,0.7,2.8,3.5,7.1,2.4,1.4,0.4,2.6,29.1,6,0,4.4,0
Jaylen Nowell,2022,MIN,23,61,31,30,19.7,11,4.4,9.8,44.7,1.1,3.7,29.6,1.2,1.6,78.4,0.5,2.1,2.7,2,1,0.6,0.1,1.5,18.4,0,0,0.2,0
Reggie Jackson,2022,DEN,33,52,28,24,25.7,10.9,4.1,9.8,41.8,1.5,4.2,35,1.2,1.3,92.4,0.4,1.8,2.2,3.5,1.8,0.7,0.1,1.8,19.5,1,0,-0.5,0
Cam Thomas,2022,BKN,21,41,25,16,16.6,10.8,3.6,7.8,45.8,0.9,2.1,40.9,2.8,3.3,84.4,0.1,1.5,1.7,1.6,1,0.4,0.1,1.1,15.6,0,0,1.5,0
De'Anthony Melton,2022,PHI,25,54,36,18,28.5,10.7,3.8,9,42.8,2.2,5.4,40.1,0.8,1.1,78.9,1,3.2,4.2,2.7,1.4,1.7,0.5,2.5,25.1,0,0,1,0
Marvin Bagley III,2022,DET,24,25,6,19,21.3,10.6,4.3,8,53.7,0.4,1.3,27.3,1.6,2.1,76.9,2.1,3.8,5.9,0.6,0.9,0.5,0.7,2,21.4,5,0,-5.5,0
Brandon Clarke,2022,MEM,26,51,29,22,20,10.5,4.3,6.5,66.4,0,0.1,16.7,1.9,2.6,71.9,1.6,4,5.6,1.3,1,0.6,0.7,2.4,22.1,6,0,-0.5,0
Grayson Allen,2022,MIL,27,54,39,15,27.6,10.5,3.4,7.6,44.4,2,4.9,40.5,1.7,1.9,90.4,0.9,2.6,3.4,2.4,1.1,0.8,0.2,1.6,20.1,0,0,2.9,0
Mike Conley,2022,MIN,35,46,23,23,29.7,10.5,3.5,8.6,40.4,1.8,4.9,35.8,1.8,2.2,81,0.4,2,2.5,7.6,1.7,1.1,0.2,2.2,26.9,5,0,0.4,0
Austin Reaves,2022,LAL,25,41,19,22,27.9,10.5,3.3,6.8,49.1,1.2,3.3,37.2,2.5,2.9,87.4,0.6,2.4,3,2.2,1.3,0.5,0.4,1.7,18.6,0,0,1,0
Precious Achiuwa,2022,TOR,23,35,19,16,23.6,10.5,4,8.2,48.8,0.5,2.1,25.3,1.9,2.8,69.1,2.1,4.6,6.7,1,1.2,0.7,0.7,2.2,23,9,0,-0.3,0
Bol Bol,2022,ORL,23,54,21,33,23.2,10.4,4.3,7.4,58.1,0.5,1.5,33.7,1.3,1.7,75,1.1,5.1,6.2,0.9,1.8,0.4,1.3,1.4,22.7,6,0,-2,0
Jalen McDaniels,2022,PHI,25,59,18,41,26.3,10.4,3.9,8.6,44.9,1.1,3.5,32.7,1.5,1.8,84.8,0.8,4,4.8,1.9,1.4,1.1,0.5,2.8,22.6,2,0,-2.9,0
Seth Curry,2022,BKN,32,40,27,13,22.8,10.4,3.8,8.3,45.9,1.9,4.4,42,0.9,0.9,97.1,0.3,1.7,1.9,2,1.1,0.7,0.2,1.9,17.1,0,0,-0.7,0
Monte Morris,2022,WAS,28,50,25,25,28.1,10.3,4,8.2,48.1,1.3,3.3,40.1,1.1,1.3,80.6,0.4,3,3.4,5.3,1,0.7,0.2,1.3,24.1,2,0,0.6,0
Ivica Zubac,2022,LAC,26,59,32,27,29.4,10.2,4,6.5,61.7,0,0,0,2.2,3.1,69.9,3.3,6.8,10.1,1.1,1.7,0.4,1.3,2.9,27.3,21,0,-1.4,0
Naz Reid,2022,MIN,23,53,25,28,17.7,10.2,4.1,7.7,52.9,1,2.9,32.9,1.1,1.6,67.5,1.1,3.6,4.7,1,1.3,0.5,0.8,2.4,20.3,4,0,-1.4,0
Patrick Williams,2022,CHI,21,59,26,33,29.1,10.1,3.8,8.4,45.7,1.4,3.5,39.8,1.1,1.2,88.9,1,3.4,4.4,1.3,1.3,0.8,0.8,2,20.9,1,0,-2.9,0
Quentin Grimes,2022,NYK,23,49,27,22,30.2,10.1,3.6,8,44.5,1.8,5.2,34.8,1.1,1.4,80,0.8,2.6,3.4,1.9,1,0.7,0.4,2.6,19.3,0,0,2,0
Caleb Martin,2022,MIA,27,49,26,23,30.3,10.1,3.8,8.4,45.4,1.3,3.7,36.1,1.1,1.5,76.4,1.4,3.8,5.2,1.6,1.2,1,0.4,2.2,22,2,0,0,0
Zach Collins,2022,SAS,25,48,13,35,21.2,10,3.9,7.2,53.9,0.6,1.7,35.8,1.6,2.2,74.3,1.8,4.1,5.9,2.6,1.9,0.4,0.6,3.2,22.3,5,0,-4.7,0
Doug McDermott,2022,SAS,31,51,14,37,20.5,10,3.7,8,46.2,1.9,4.5,41.7,0.7,1,74.5,0.3,1.9,2.2,1.5,0.9,0.2,0.1,1.7,14.7,0,0,-3.1,0
Jeremy Sochan,2022,SAS,20,48,11,37,25.9,10,4.1,9.1,44.8,0.6,2.2,26.2,1.3,1.8,69.3,1.7,3.2,4.9,2.5,1.7,0.8,0.5,2.5,21.6,0,0,-4.9,0
Gabe Vincent,2022,MIA,27,45,25,20,26.3,10,3.5,8.7,39.9,1.8,5.4,32.9,1.3,1.4,87.7,0.4,1.9,2.3,2.6,1.5,0.9,0.1,2.5,18.2,0,0,1.2,0
Josh Hart,2022,NYK,28,54,28,26,33,10,3.7,7.3,51.3,0.8,2.3,34.1,1.7,2.4,73.2,1.9,6.2,8,3.9,1.5,1.1,0.2,2.6,27.7,9,0,3.1,0
Aaron Nesmith,2022,IND,23,53,22,31,24.5,9.8,3.4,8,41.8,1.5,4.3,35.7,1.6,1.8,86.6,0.8,2.9,3.8,1.2,0.9,0.8,0.4,3.4,18.9,1,0,-1.4,0
Chris Boucher,2022,TOR,30,53,26,27,20.8,9.8,3.5,7.2,49.1,0.8,2.5,31.9,1.9,2.6,73.9,2.2,3.6,5.8,0.4,0.5,0.7,0.8,2,21.7,8,0,-0.2,0
Tyus Jones,2022,MEM,27,57,35,22,23.1,9.8,3.7,8.5,43.1,1.4,3.8,37.2,1,1.2,81.4,0.4,1.8,2.2,4.5,0.9,1,0.1,0.4,21.6,3,0,1.1,0
Naji Marshall,2022,NOP,25,54,28,26,24.9,9.7,3.4,7.9,42.8,1,3.1,31.8,1.9,2.5,77.4,0.7,3,3.7,2.5,1.3,0.8,0.2,1.6,19.9,0,0,0.5,0
Herbert Jones,2022,NOP,24,43,19,24,28.8,9.7,3.4,7.7,44.1,0.7,2.6,28.3,2.1,2.8,74.8,1.4,2.4,3.8,2.2,1.3,1.7,0.7,3.3,23.1,0,0,0.4,0
Killian Hayes,2022,DET,21,55,14,41,26.7,9.5,3.8,10.2,37.2,1.2,3.9,30.5,0.8,1,79.2,0.3,2.4,2.7,5.8,2,1.3,0.3,3,24.5,2,0,-5.5,0
Santi Aldama,2022,MEM,22,54,32,22,22.1,9.5,3.4,7.1,47.8,1.4,3.7,37.3,1.4,1.9,73.8,1,3.7,4.7,1.2,0.7,0.7,0.7,1.9,20.4,3,0,0.8,0
Landry Shamet,2022,PHX,26,30,14,16,21.4,9.5,3.1,8.1,38,2,5.4,37.7,1.4,1.5,91.1,0.3,1.4,1.7,2.2,1,0.6,0.2,1.5,16.3,0,0,0.1,0
Ayo Dosunmu,2022,CHI,23,57,26,31,28.4,9.5,3.9,7.7,50.3,0.8,2.5,32.4,0.9,1.2,80.6,0.7,2.4,3.1,2.8,1.4,0.7,0.4,2.5,19.2,0,0,-2.5,0
Corey Kispert,2022,WAS,24,50,24,26,27.2,9.5,3.3,6.9,48,1.9,4.5,41.5,1,1.2,86.4,0.4,2.3,2.7,1.2,0.8,0.6,0.1,1.3,15.9,0,0,-0.3,0
Jalen Suggs,2022,ORL,22,34,13,21,23,9.4,3.4,7.9,42.9,1.1,3.7,30.7,1.5,2.2,68.4,0.9,1.8,2.7,3.4,1.9,1.3,0.5,2.4,21.2,0,0,-1.1,0
AJ Griffin,2022,ATL,19,55,25,30,20.4,9.3,3.7,7.7,47.7,1.5,3.8,39.4,0.5,0.5,86.7,0.5,1.6,2.1,1,0.6,0.7,0.1,1.2,15.2,0,0,-0.3,0
Onyeka Okongwu,2022,ATL,22,57,29,28,23.9,9.3,3.9,6.2,63.1,0,0.1,20,1.5,2,74.1,2.7,4.6,7.3,1,1,0.7,1.3,3.2,24.5,10,0,-0.9,0
Al Horford,2022,BOS,37,45,32,13,30.7,9.3,3.5,7.5,46.4,2,4.8,42.2,0.3,0.4,72.2,1.2,5,6.2,2.6,0.6,0.5,0.9,1.9,24.3,4,0,5,0
Shake Milton,2022,PHI,26,53,38,15,21.5,9.2,3.5,7.1,49.6,0.8,2,38.7,1.4,1.7,85.4,0.5,2.2,2.7,3,1.4,0.3,0.2,1.6,17.2,1,0,1.1,0
Josh Green,2022,DAL,22,40,20,20,24.9,9.2,3.3,6.1,54.5,1.2,2.8,41.1,1.5,2.1,72,0.9,1.8,2.7,1.6,1,0.9,0.1,2.6,16.7,0,0,1.8,0
Terance Mann,2022,LAC,26,60,33,27,23.5,9.2,3.6,6.8,52.3,1,2.5,39.2,1.1,1.5,77.3,1,2.8,3.8,2.2,1,0.5,0.3,1.8,18.6,1,0,-0.2,0
Royce O'Neale,2022,BKN,30,55,31,24,33.4,9.2,3.2,8,39.6,2.2,5.6,40.2,0.6,0.8,72.7,0.7,4.1,4.7,3.9,1.6,0.8,0.7,3.1,23.8,2,1,0.5,0
Jose Alvarado,2022,NOP,25,58,30,28,21.8,9.1,3.3,8.1,40.9,1.4,4.1,33.9,1.1,1.4,81.3,0.4,1.9,2.4,3.1,1.4,1.1,0.2,2.1,19.1,0,0,2.2,0
Malaki Branham,2022,SAS,20,45,8,37,22,9.1,3.6,8,44.5,1.2,3.7,31.5,0.8,1,77.8,0.3,1.8,2.1,1.9,1,0.5,0.1,1.6,15.5,0,0,-5.6,0
Jalen Smith,2022,IND,23,51,24,27,18.2,9.1,3.4,7.4,46.1,0.8,2.9,27.3,1.5,2,76,1.7,3.8,5.6,0.9,1.1,0.3,0.8,2.1,19.4,6,0,-2.2,0
Deni Avdija,2022,WAS,22,56,27,29,26.3,9.1,3.3,7.5,43.4,0.9,3,29.4,1.7,2.2,75.2,1.1,5.2,6.3,2.5,1.4,0.9,0.5,2.9,23,8,0,0.3,0
T.J. Warren,2022,PHX,29,28,17,11,18,9.1,3.8,7.3,51.2,0.6,1.8,34.7,1,1.2,81.8,0.5,2.3,2.8,1,0.6,0.6,0.3,1.6,15.8,0,0,-0.2,0
Donte DiVincenzo,2022,GSW,26,48,27,21,25.2,9,3.1,7.2,43.2,2.1,5,41.6,0.7,0.8,82.5,0.9,3.3,4.1,3.3,1.5,1.3,0.1,1.8,21.7,2,0,0.4,0
Cedi Osman,2022,CLE,28,58,37,21,21,8.9,3.3,7.2,45.8,1.4,4,35,1,1.4,67.5,0.3,1.9,2.2,1.5,0.7,0.5,0.1,1.5,15.1,1,0,3.3,0
Dorian Finney-Smith,2022,BKN,30,44,21,23,32,8.9,3.1,7.7,40.9,1.8,5.3,34.9,0.8,1,73.3,1.7,3.2,4.9,1.4,0.9,0.9,0.5,2.1,19.9,1,0,0.8,0
Georges Niang,2022,PHI,30,55,37,18,19.8,8.8,3.1,6.9,44.7,2.2,5.3,40.9,0.5,0.6,87.5,0.3,2.2,2.5,1.1,0.7,0.4,0.2,1.9,14.7,0,0,2.6,0
Aleksej Pokusevski,2022,OKC,21,31,15,16,21.9,8.8,3.5,7.8,44,1.2,3.3,37.6,0.7,1.1,63.6,1.5,3.6,5.1,2,1.3,0.6,1.3,1.8,22.5,3,0,-6,0
Coby White,2022,CHI,23,51,23,28,22.3,8.8,3.2,7.6,41.7,1.6,4.6,35.3,0.9,1,83,0.2,2.5,2.7,2,0.8,0.7,0.1,1.7,16.7,0,0,0.1,0
Damion Lee,2022,PHX,30,60,32,28,22.1,8.8,2.9,6.5,43.9,1.6,3.7,43.9,1.4,1.6,90.5,0.5,2.7,3.2,1.5,1.2,0.5,0.1,1.6,15.4,0,0,1.6,0
Cam Reddish,2022,POR,23,23,10,13,22.1,8.8,3.2,7.1,45.4,1,3.2,32.9,1.3,1.5,88.2,0.3,1.3,1.6,1.1,0.7,0.8,0.4,1.7,15.2,0,0,-0.9,0
Grant Williams,2022,BOS,24,58,42,16,27.9,8.7,2.9,6.3,46.4,1.5,3.7,41.4,1.3,1.6,83,1.1,3.7,4.8,1.8,1.1,0.6,0.4,2.6,19.2,3,0,2.7,0
Hamidou Diallo,2022,DET,24,50,12,38,16.8,8.7,3.5,6,58.8,0.1,0.4,27.8,1.5,2.6,58.6,1,2.4,3.3,0.9,1.2,0.9,0.3,2.2,16.5,0,0,-0.5,0
Gary Harris,2022,ORL,28,30,12,18,24.5,8.7,3,6.2,48.7,1.8,4,46.2,0.8,0.9,88.5,0.4,1.7,2.1,1.2,0.7,0.9,0.2,2.1,15.5,0,0,-1.9,0
Tari Eason,2022,HOU,22,58,13,45,19.4,8.7,3.3,7.5,44.4,0.7,1.9,34.5,1.3,1.7,75.8,2.2,3.3,5.5,0.9,1.1,1.1,0.6,2.2,20.5,4,0,-1.9,0
Jalen Duren,2022,DET,19,51,14,37,25.1,8.6,3.6,5.6,65.3,0,0,0,1.4,2.2,61.1,3.3,5.4,8.7,1.1,1.2,0.6,0.9,2.7,24.1,12,0,-4.1,0
Steven Adams,2022,MEM,29,42,28,14,27,8.6,3.7,6.3,59.7,0,0,0,1.1,3.1,36.4,5.1,6.5,11.5,2.3,1.9,0.9,1.1,2.3,29.9,15,0,5.8,0
Kyle Anderson,2022,MIN,29,48,25,23,26.1,8.6,3.1,6.3,50.3,0.6,1.4,42.6,1.7,2.2,77.9,0.8,3.9,4.7,4.1,1.4,1.2,0.8,2.1,25,4,1,1.7,0
Joe Harris,2022,BKN,31,51,29,22,23.8,8.6,3.1,6.7,46.2,2,4.8,42.3,0.3,0.5,62.5,0.4,2.3,2.6,1.6,0.6,0.5,0.3,2.4,15.8,0,0,-0.2,0
Pat Connaughton,2022,MIL,30,41,28,13,25.4,8.5,3,7.7,39.5,2.1,5.9,35.4,0.4,0.7,60.7,0.9,4.2,5.1,1.3,0.6,0.7,0.1,1.1,18.5,2,0,1.6,0
Taurean Prince,2022,MIN,29,37,21,16,21.3,8.5,3.2,6.4,49.6,1.4,3.4,39.7,0.8,1,83.3,0.3,2.1,2.4,1.6,1.2,0.5,0.4,2.4,15.3,0,0,-0.2,0
Kevin Love,2022,MIA,34,41,24,17,20,8.5,2.7,7,38.9,1.7,4.8,35.4,1.4,1.5,88.9,1,5.8,6.8,1.9,1.1,0.2,0.2,1.6,19.3,5,0,2,0
Jonathan Kuminga,2022,GSW,20,46,25,21,19.3,8.4,3.3,6.6,49.5,0.7,2.1,33.3,1.2,1.9,64.4,0.9,2.2,3.1,1.8,1.5,0.5,0.4,2.3,16,1,0,-1.8,0
Dennis Smith Jr.,2022,CHA,25,38,11,27,25,8.4,3.4,8,42.8,0.4,1.9,20.8,1.2,1.6,73.8,0.4,2.3,2.8,4.4,1.6,1.4,0.4,2.2,22.3,1,0,-1.1,0
Daniel Gafford,2022,WAS,24,56,26,30,18.7,8.4,3.4,4.6,74.5,0,0,0,1.6,2.5,64,1.9,3.3,5.3,0.9,0.9,0.4,1.3,2.3,20.2,6,0,0.4,0
Isaiah Joe,2022,OKC,23,49,25,24,15.7,8.3,2.7,5.8,46.8,2.1,4.7,45.2,0.8,1,83.7,0.3,1.9,2.2,1.1,0.4,0.6,0.1,1.3,14.4,0,0,5,0
Robert Williams III,2022,BOS,25,23,15,8,23.6,8.3,3.8,5.2,73.9,0,0,0,0.7,1,65.2,3.2,5.7,8.9,1.7,1,0.5,1.1,1.8,25.5,5,0,5.1,0
Jarred Vanderbilt,2022,LAL,24,55,27,28,24,8.3,3.3,5.9,56.3,0.3,1,33.3,1.3,1.9,67,2.3,5.5,7.8,2.7,1.3,1,0.3,2.5,24.4,7,0,-1.7,0
Jeremiah Robinson-Earl,2022,OKC,22,28,11,17,20.9,8.2,3.1,6.5,48.1,1,2.9,36.3,0.9,1.1,78.1,1.9,2.9,4.8,0.9,0.6,0.8,0.4,1.9,18.2,1,0,-0.9,0
Walker Kessler,2022,UTA,21,57,27,30,21.3,8.2,3.6,5,71.2,0,0,0,1.1,2,54.4,2.9,4.8,7.7,0.8,0.8,0.4,2.1,2.3,25.1,12,0,0.7,0
Draymond Green,2022,GSW,33,52,28,24,31.7,8.2,3.2,6.2,52.3,0.6,1.8,33.3,1.1,1.5,70,0.8,6.5,7.3,6.9,2.6,1,0.8,3,30,9,0,3,0
Terrence Ross,2022,PHX,32,43,16,27,22.5,8.1,3.2,7.3,43,1.4,3.9,36.9,0.4,0.5,72.7,0.3,1.8,2.1,1.3,0.9,0.6,0.2,1.3,14.1,0,0,-1.1,0
Keita Bates-Diop,2022,SAS,27,45,10,35,20.1,8.1,3.1,6.3,49.3,0.6,1.6,35.6,1.3,1.6,78.4,1,2.3,3.3,1.1,0.8,0.7,0.3,1,15.9,0,0,-4.7,0
Andrew Nembhard,2022,IND,23,53,23,30,27.1,8.1,3.2,7.6,42.4,1.2,3.5,33.9,0.5,0.6,86.7,0.5,2.3,2.8,4.2,1.7,1,0.2,2.6,19.5,2,0,-2.5,0
Kemba Walker,2022,DAL,33,9,5,4,16,8,2.7,6.3,42.1,0.8,3.1,25,1.9,2.3,81,0.3,1.4,1.8,2.1,0.4,0.2,0.2,1.2,14.2,0,0,-0.1,0
Nick Richards,2022,CHA,25,45,12,33,17.3,8,3,4.8,61.9,0,0,0,2,2.8,72.6,2.5,3.3,5.8,0.5,0.9,0.2,1,2.3,18.2,8,0,-1.3,0
Tre Mann,2022,OKC,22,51,25,26,18.4,8,3.1,7.9,39.3,1.3,4.2,31,0.5,0.7,68.4,0.4,1.9,2.3,1.5,1,0.6,0.2,1.5,14.6,0,0,0.7,0
Larry Nance Jr.,2022,NOP,30,48,24,24,22.7,8,3.4,5.4,61.9,0.3,0.8,35.1,1,1.4,68.1,1.8,4.2,6,1.9,0.8,0.9,0.7,2.2,22.2,3,0,3.3,0
Shaedon Sharpe,2022,POR,20,57,27,30,20.3,7.9,3.2,6.6,47.9,1,2.8,35.6,0.6,0.8,66.7,0.8,1.8,2.5,0.6,0.6,0.4,0.2,1.6,13.1,0,0,-1.1,0
Jeff Green,2022,DEN,36,37,24,13,19.2,7.9,3,6.1,50,0.4,1.7,24.2,1.4,2.1,69.7,0.7,1.8,2.5,1.2,0.9,0.4,0.2,1.9,13.7,0,0,-3.6,0
Chris Duarte,2022,IND,26,36,14,22,19.3,7.9,2.6,7.3,36,1.1,3.8,29.7,1.5,1.8,83.3,0.4,2,2.4,1.5,0.9,0.5,0.2,1.5,14.3,0,0,-2.4,0
Duane Washington Jr.,2022,NYK,23,31,17,14,12.7,7.9,3,8.3,36.7,1.3,3.6,36,0.5,0.8,66.7,0.1,1.1,1.2,2,1.1,0.2,0.1,0.7,12.2,0,0,-0.2,0
Torrey Craig,2022,PHX,32,57,31,26,25.9,7.8,3,6.6,45.6,1.3,3.3,40.3,0.5,0.6,73,2.1,3.7,5.7,1.6,1,0.7,0.6,2.4,19.9,3,0,-3.2,0
Kenrich Williams,2022,OKC,28,49,26,23,22.5,7.8,3.3,6.3,51.9,1,2.5,38.2,0.3,0.7,43.8,1.9,3.1,5,2,0.6,0.8,0.3,1.9,19.3,2,0,1.1,0
Luke Kennard,2022,MEM,27,37,21,16,20.7,7.8,2.7,5.9,46.1,1.7,3.7,44.9,0.6,0.6,95.8,0.2,2.1,2.3,1.1,0.8,0.5,0.1,1.4,13.2,0,0,2.1,0
T.J. McConnell,2022,IND,31,57,24,33,19.6,7.7,3.3,6.4,52.2,0.3,0.7,43.9,0.7,0.8,85.4,0.6,2.3,2.9,5,1.8,1,0.1,1.3,20.2,4,1,-1.9,0
Jae'Sean Tate,2022,HOU,27,20,3,17,21,7.7,3.1,6.8,45.2,0.4,1.3,30.8,1.2,1.9,64.9,1.6,2.3,3.9,2.6,1.7,0.6,0.2,3.3,16.7,0,0,-4.9,0
Will Barton,2022,TOR,32,40,18,22,19.6,7.7,2.8,7.1,38.6,1.3,3.5,37.7,0.9,1.1,77.8,0.3,2.5,2.8,2.4,1.1,0.4,0.3,1,15.5,0,0,-3.4,0
Talen Horton-Tucker,2022,UTA,22,46,23,23,16.5,7.7,2.8,7,40.6,0.7,2.6,26.1,1.3,1.8,73.5,0.5,2,2.5,2.9,1.2,0.6,0.4,1.5,16.8,1,0,0.6,0
Mark Williams,2022,CHA,21,29,10,19,15.9,7.6,3,4.8,63,0,0,0,1.6,2.2,73,1.7,3.9,5.6,0.3,0.8,0.7,1.2,2.1,19.6,3,0,-1.9,0
Jevon Carter,2022,MIL,27,58,41,17,22.5,7.5,2.8,6.5,43.2,1.6,3.8,41.7,0.4,0.5,81.5,0.4,2.1,2.6,2.6,1.1,1,0.4,2,17.6,1,0,1,0
Willy Hernangomez,2022,NOP,29,29,16,13,12.8,7.5,2.6,4.8,53.6,0,0.3,11.1,2.3,2.9,78.8,1.7,3.3,5,0.9,1.1,0.3,0.4,1.8,16.1,2,0,0.6,0
Edmond Sumner,2022,BKN,27,46,28,18,14.5,7.4,2.5,5.3,45.9,0.6,1.8,34.6,1.9,2.1,92.6,0.2,1.3,1.6,1.4,1,0.7,0.2,1.7,13.1,0,0,0.7,0
Romeo Langford,2022,SAS,23,32,10,22,20.2,7.4,3.1,6.4,49,0.4,1.4,28.3,0.8,1.2,64.9,1.4,1.4,2.9,1.3,0.7,0.5,0.3,1.7,14.7,0,0,-3.7,0
Mitchell Robinson,2022,NYK,25,38,21,17,26.9,7.2,3.1,4.6,67.4,0,0,0,1,2,50.6,4.3,4.6,8.9,1,0.5,0.9,1.8,2.9,27,6,0,3.6,0
Trey Lyles,2022,SAC,27,51,29,22,15.9,7.2,2.4,5.2,46.8,1.1,3,36.4,1.3,1.5,82.3,0.9,2.7,3.6,0.8,0.8,0.3,0.5,1.2,14.4,1,0,0.6,0
Anthony Lamb,2022,GSW,25,43,23,20,19.5,7.2,2.6,5.1,50.7,1.3,3.4,40,0.7,0.9,71.8,0.8,2.5,3.2,1.7,1,0.5,0.3,2.3,15,0,0,-0.7,0
Ty Jerome,2022,GSW,25,36,15,21,17.8,7.2,2.8,5.4,51.3,0.8,2,40.8,0.9,1,91.4,0.1,1.5,1.6,2.9,0.6,0.5,0.1,1.4,14.7,0,0,-1.9,0
Kendrick Nunn,2022,WAS,27,50,25,25,14.6,7.2,2.8,6.5,42.5,1.1,3.2,34.2,0.5,0.6,83.9,0.2,1.4,1.6,1.3,0.9,0.4,0.1,1,11.4,0,0,0.4,0
